,bairro,cep,cidade,descricao,estado,preco,tilulo,tipo
2130,Ponta Negra,59090-000,Natal,"Rvendo o celular galaxy note 9 , na cor preta ,comprado no mes 05/12/2018, comprei por 4.620,00,na Loja Fast Shop No shooping do Rio de janeiro .estou vendendo por 4.000 o produto em perfeitoestado sem marca de uso acompanha todos acessorios,com pelicula e acompanha duas ""capinha de brindeuma Rosa e uma roxa"" ",Usado,3600,Galaxy Note 9 ,Samsung
2131,Igapó,59104-220,Natal,"iPhone 5s em bom estado ,16Gb armazenamento Obs: Esta sem a Biometria , mais funciona tudonormalmente Acompanha cabo e carregador , acompanha 4 cabo decarregador.Interessados entre em contanto! ",Usado,380,IPhone 5s ,Iphone
2132,Capim Macio,59082-055,Natal,"Aceitamos todos os cartões em até 12x (comacréscimo). Produto lacrado com garantia de 1 anodo fabricante + nota fiscal.Conexões Wi-Fi,3G,4GPeso liq. aproximado do produto (Kg) 179gBanda B1(2100), B2(1900), B3(1800), B5(850),B8(900)Tipo de Tela AMOLEDTipo de Chip Nano ChipMemória Ram 8GBReferência do Modelo Galaxy S10+Filmadora Full HDCor PretoSistema Operacional AndroidOutros Recursos nullRecursos de chamada Viva VozMultichip Dual ChipFabricante SamsungVersão S.O. Android 9.0Memória Interna 128GBExpansivo até? MicroSD até 400GBCâmera Frontal 10MPDimensões do produto - cm (AxLxP) 15,7x7,4x0,7cmCâmera Traseira 12MPProcessador Octa-CoreTamanho do Display 6.4""Sintonizador de TV Não possuiConteúdo da Embalagem Aparelho celular, capaprotetora, carregador, cabo USB, conector de USB,fone de ouvido, Extrator de Chip e manual dousuárioGarantia do Fornecedor 12 MesesResolução 3040 x 1440 (Quad HD+)Tem dúvidas? Entre em contato pelo nosso whatsapp839967532... ver número37. Tire suas dúvidas e faça uma comprasegura! ",Novo,4449,"Sansung S10+ 128GB Lacrado nas cores Preto, Branco e Azul, Garantia de 1 ano ",Samsung
2133,Potengi,59112-040,Natal,"COR: VERMELHOOBS:NÃO ACEITO TROCAS APENAS VENDO.VALOR:R$:950,00 NO CARTÃO: 5X 200,00 WHATSAPP:9 9703-9553... ver númeroficha técnicaNFC:NãoConexões:Wi-Fi,3G,4GBanda:4G LTE CAT 7 300 MbpsTipo de Tela:LED IPSTipo de Chip:Nano ChipMemória Ram:4GBReferência do Modelo:90AX01E4-M00070Filmadora:Full HDCor:VermelhoSistema Operacional:AndroidOutros Recursos:Câmera Tripla com InteligênciaArtificial para Detecção de Cena, 2. Bateria de4.000mAh, 3. Tela mais ampla 18:9 FHD+ e 6,26?, 1.Processador Qualcomm Snapdragon SIP1 Octa Core1,8GHzRecursos de chamada:Viva VozMultichip:Dual ChipFabricante:ASUSVersão S.O.:OreoMemória Interna:64GBExpansivo até:MicroSD até 2TBCâmera Frontal:8MPCâmera Traseira:12MP+5MP+8MPProcessador:QUALCOMM QSP SIP1Tamanho do Display 6.2""Sintonizador de TV:Não possuiConteúdo da Embalagem:1 Telefone, 1 Carregador, 1Fone de ouvido, 1 Cabo de dados, Manual dousuário, Cartão Garantia ",Novo,950,Smartphone Zenfone Max Shot 64GB 4GB-Novo-Lacrado ,Asus
2134,Capim Macio,59082-055,Natal,"Aceitamos todos os cartões em até 12x (comacréscimo). Temos as cores preto, prata e dourado.Design inovador, totalmente em vidro. A câmera queo mundo inteiro adora, ainda melhor. O chip maispoderoso e inteligente em qualquer smartphone.Recarga sem fio simples de verdade. E experiênciasde realidade aumentada envolventes como nunca. OiPhone 8 é brilhante. É uma nova geração doiPhone.CaracterísticasSistema OperacionaliOS 11TelaTamanho: 5,5Material: RetinaConectividade4G Wi-Fi 802.11ac com MIMOEDGE BluetoothCapacidade64 GB- - Parte da memória interna já é utilizada pelosistema operacional e aplicativos pré-instaladosProcessadorA11 Bionic Processador neuralVelocidade do Processador: arquitetura de 64 bitsCâmera Traseira12 MPResolução de Vídeo: 1920 x 1080 Câmera Frontal7MPAbertura: F/2.2Sensor de 1/3Distância Focal: 32mmTem dúvidas? Entre em contato pelo nosso whatsapp839967532... ver número37 tire suas dúvidas e faça uma contasegura! ",Novo,3549,IPhone 8 plus 64GB lacrado com 1 ano de garantia ,Iphone
2135,Lagoa Nova,59054-645,Natal,Aparelho muito topAlgumas marcas de uso nas laterais Trinco na parte traseiraAcompanha cabo carregador Entrego no Midway ou hiper prudente Não aceito trocas ,Usado,750,A8+ 64gb ,Samsung
2136,Pajuçara,59125-270,Natal,celular j7 do normal com 16g. sento precisocolocar o botão de ligar e do volume fora isso seencontra perfeito:obs não faço entrega e nemacompanhar carregador.OBS>>aparelho similar ,Usado,150,Vendo j7 do normal ,Samsung
2137,Nova Descoberta,59056-500,Natal,Vendo pulseiras coloridas Miband de plástico eaço. Vendo películas para Miband ,Novo,20,Pulseiras Coloridas plástico e aço Miband ,Acessórios
2138,Potengi,59110-220,Natal,iPhone em estado de novo 128gb Caixa com todos os acessórios Bateria nova Funcionando tudo ,Usado,1750,IPhone 6s 128gb ,Iphone
2139,Redinha,59122-658,Natal,"Suporte Para Celular Phone Holder - Pescoço ColarCamaVocê sempre sonhou assistir séries no Netflix semcansar seus braços? Com o Phone Holder você pode.O Phone Holder é perfeito para aqueles que já secansaram de segurar o telefone. Navegar pelainternet, assistir Netflix ou qualquer outratarefa de telefone intensivo que deixam seusbraços cansados depois de um tempo e simplesmentenão é confortável por longos períodos de tempo.Este suporte de telefone fica apoiado em seupescoço para que você obtenha a melhor visãoenquanto estiver assistindo ou navegando nainternet.Nunca mais tenha braços cansados.Adapta-se a qualquer telefone.Ajustável para obter a melhor posição.As possibilidades são infinitas com o Phone HolderSuporte GiratórioA peça do suporte do telefone pode ser ajustadapara ficar na melhor posição. Também tem um botãopara apertar seu ajuste, dando-lhe a posição maisconfortável.Estrutura flexível e ajustávelO eixo é totalmente flexível e você pode criarformas incríveis, como suportes ou bastões deselfie com ele. É realmente um braço de soluçõesque pode se moldar em vários formatos úteis quemelhorarão e muito a forma que você utiliza o seutelefone.Compatível com todos os tipos de celulares!Informação técnica:Material: ABSDimensões:Suporte Pescoço: Estendido fechado 60cmSuporte Celular: Comprimento/Aberto: 18cm xComprimento/Fechado: 12cm x Altura 6,5cm ",Novo,40,Suporte Articulado Para Celular Phone Holder Pescoço ,Acessórios
2140,Nossa Senhora da Apresentação,59114-140,Natal,celular levou uma queda quebrou o display fazendoé recebendo ligações com marcas de uso aceitoproposta ,Usado,150,Moto x play 32 gigas ,Motorola e Lenovo
2141,Planalto,59073-240,Natal,"vendo carregador turbo da Samsung original, bemconservado apenas com um detalhe no cabo na ponta.analiso propostas ",Usado,60,Carregador turbo Samsung ,Acessórios
2142,Rocas,59010-810,Natal,ele esta pegando tudo e esta com marcar de uso eum pequeno trico cima o resto normal ,Usado,200,J5 normal metal ,Samsung
2143,Lagoa Nova,59056-190,Natal,"iPhone 7 32 GB Preto, Completo com todos osacessórios R$ 1749,00 a vista! Aceito cartao + Taxas da Maquineta ate 10x .Aparelho seminovo Acompanha todos os acessórios Falar no Whatsapp (84) 9.9853-4438... ver número",Usado,1750,"IPhone 7 32 GB Preto, Completo com todos os acessórios ",Iphone
2145,Lagoa Azul,59139-400,Natal,"controle joystick novo na caixa, compatível comvários periféricos, peço negociável* WhatsApp 84 9 92194321... ver número",Novo,190,Controle joystick gamesir g4s novo ,Acessórios
2146,Lagoa Nova,59056-190,Natal,"iPhone 7 Plus Rose 32GB, 1 Ano de Garantia Apple +Nota Fiscal .LACRADO ANATEL Nota Fiscal .Valor à vista: R$2850,00 A vista. .PREFERÊNCIA EM VENDA!Meu Whatsapp (84) 9.9853-4438... ver número",Novo,2850,"IPhone 7 Plus Rose 32GB, 1 Ano de Garantia Apple + Nota Fiscal ",Iphone
2147,Cidade Alta,59025-570,Natal,"Samsung j7 prime ( 32gb ) , funcionado tudo Caixa e nota fiscal Funcionado tudo J7 prime Rose Apenas um detalhe no canto da tela ! ",Usado,430,Samsung J7 prime ( 32gb ) ,Samsung
2148,Candelária,59065-360,Natal,"Vendo iPhone 7 plus, preto, 32 gigas, com todos osacessórios originais inclusive cabo e carregadoresnunca usados, lacrados ainda, acompanhado dacaixa. OBSERVAÇÃO: SOMENTE VENDAEntrem em contato para maiores informações enegociações (84)99647-5692... ver número",Usado,2400,"IPhone 7 Plus, preto, 32 gigas - Super Novo ",Iphone
2149,Cidade Alta,59025-020,Natal,"vendo ou troco iPhone 6 16 gigas aparelho pegandotodas as operadoras sem defeito algum aceitocartao, de credito WhatsApp 988721222... ver número",Usado,850,Iphone 6 ,Iphone
2150,Cidade da Esperança,59070-320,Natal,"Carregador Portátil Powerbank Pineng Pn-951 Possui10.000 Mah Reais Com Indicador De Carga, PerfeitoPara Horas Difíceis Em Que A Carga Do Seu AparelhoEstá Baixa.Carregue Celulares, Smartphones E Outros AparelhosQue Possui Entrada Usb** Ao Powerbank PinengPn-951 É Possível Carregar De 3 A 4 Vezes O SeuSmartphone, Ou De 1 A 2 Vezes O Seu Tablet (OTotal De Recargas Completas Vai Depender Do UsoSimultaneo/Capacidade Da Bateria Do Do Celular OuSe O Aparelho Está Desligado/Sem Uso, ConsiderarCarga Nominal).Acompanha:1x Power Bank1x Cabo Micro Usb1x Manual Do Usuario (Inglês)1x Adaptador Lightning Para Iphone 5/6/7 ",Novo,110,Carregador Portátil Power Bank 10000mah ,Outras marcas
2151,Nova Descoberta,59056-590,Natal,vendo celular Quantum You 32gb 3ram c/biometriaaparelho impecável $370 acompanha caixa nota ecapa de proteção mais detalhes 98860-6859... ver número tbm éwatts. ,Usado,370,Quantum You 32gb biometria $370 ,Outras marcas
2152,Pitimbu,59067-400,Natal,"Vendo iPhone 6SCapacidade: 64 GBCor: ouro rosaAcompanha carregador e fone de ouvido (ambos emexcelente estado de conservação) Aparelho jápossui película protetora da VX Case na tela.Obs.: a biometria não está funcionando.Não aceito cartão JÁ É O MENOR PREÇO Dúvidas, entrar em contato via chat ",Usado,1100,IPhone Rosê - 6S - 64g (pra vender logo) ,Iphone
2153,Igapó,59104-210,Natal,"J4 32GBValor: 490Nenhuma defeito, apenas marcas de uso atrás.Não troco, é apenas venda!Funcionando tudo, aparelho top.Câmeras de alta qualidade.Acompanha: nota, caixa, manuais, e carregadorwhats; 992018632... ver número",Usado,490,Galaxy j4 32GB ,Samsung
2154,Rocas,59010-065,Natal,ele está com esse trinco não interferem em nada ,Usado,350,Huawei Top 64g 4 de RAM octa-core 2 GHz ,Outras marcas
2155,Quintas,59052-250,Natal,"Telefone fixo ibratele nunca foi usado, está emperfeito estado com caixa e todos os acessórios emanual. ",Novo,80,Telefone fixo ,Outras marcas
2156,Potengi,59120-120,Natal,Todo original funciona tudo meu zap 988314141... ver número,Usado,980,IPhone 6 de 64 g ,Iphone
2157,Pajuçara,59125-410,Natal,"celular novo com apenas 6 meses de uso, sem trincobem conservado 32 GB 4 de RAM, funcionando tudo okobs menor valor 500 ",Usado,500,Moto G6 play ,Acessórios
2158,Redinha,59122-070,Natal,"o detalhe é que ele não vibra mais,e tem umpequeno trinco na parte superior no canto pordebaixo da película curvada,fora isso tá semnenhum arranhão com capa original protetora, é domeu uso,estou vendendo por 850$ aberto anegociação,meu ZAP é 988794173... ver número",Usado,850,S7 edge ,Samsung
2159,Quintas,59042-050,Natal,"Vendo celular Samsung J8, preto, em perfeitoestado de conservação. Acompanha todos osacessórios, caixa, nota fiscal, duas capinhas epelícula. Celular com 3 meses de uso.Contatos: 84 9 9838-6959... ver número (WhatsApp) 9 9612-7993... ver número",Usado,900,Vendo Samsung J8 ,Samsung
2160,Capim Macio,59078-320,Natal,"Celular usado em perfeito estado, quase novo minhaMãe usava só para zap ",Usado,250,Celular Samsung Galaxy Prime ,Samsung
2161,Igapó,59104-272,Natal,Só o tocho trincado mais funciona perfeitamente valor a negociar ,Usado,300,J5 Prime todo original ,Samsung
2162,Alecrim,59040-220,Natal,"Sou aluno de manutenção de celular e do dia 01 a05/07/2019 estarei fazendo o CURSO DE REPARO EMPLACA PARA IPHONE, estou precisando de aparelhopara conserta no curso onde a responsabilidade eminha, o aparelho do IPHONE 5 ao 8 com erro, terálive ao vivo de conserto com celulares trazidopelo aluno e todo celular sera monitorado peloprofessor, caso alguém se interesse sera feito umcheck liste do celular.Sou autônomo e tinha uma empresa de REMANUFATURADE CARTUCHOS com CNPJ, inscrição estadual emunicipal, estou mudando de ramo.Sera comprado um valor abaixo so para ajudo decomprar de equipamento de assistência .contato pelo WAT 98101-2830... ver númeroEDUARDO ",Usado,150,Iphone ,Iphone
2163,Pajuçara,59131-000,Natal,celular em bom estado não acompanha carregador ,Usado,400,J5 prime ,Samsung
2164,Cidade Alta,59025-730,Natal,Celular em ótimo estado de conservação. Sempre usona capa e película 5D.Estou a procura de troca com celulares do mesmoNível ou superior com voltaFala no chat pra mais informações.Obs: apenas o aparelho ,Usado,999,S7 Edge ,Samsung
2165,Cidade Alta,59025-600,Natal,Aparelho em perfeito estado Uma marca de uso em baixo Coisa boba 6 meses de Garantia pela nossa lojaAceitamos cartões !!!Melhor preço e qualidade de Natal ! Venha conferir ,Usado,2499,IPhone 7 Plus 128gb ,Iphone
2166,Pitimbu,59066-320,Natal,"Celular samsung J5 16gb bem conservado R$ 300,00.Geovanne (84) 99701-8673... ver número (whatsapp) ",Usado,300,Celular samsung J5 ,Samsung
2167,Rocas,59010-590,Natal,Com um pequeno trinco no canto da tela mas estacom película 3D n da pra ver e apos a atualizaçãon esta dando rede o chip ,Novo,1300,IPhone 7 32gb black ,Iphone
2168,Pajuçara,59123-029,Natal,"vendo ou troco , J8 64GB aparelho muito bemconservado 4 meses de uso , qualquer duvida falano chat ",Novo,750,Vendo J8 64G ,Samsung
2169,Cidade Nova,59072-620,Natal,Samsung A10 novo com nota fiscal e acessórios 800preço negociavel meu WhatsApp 99850 8394... ver número,Novo,900,Samsung A10 ,Samsung
2170,Quintas,59040-580,Natal,?Vendo tela do iPhone 5 Original ?Pouco tempo de uso ,Novo,60,Tela do iPhone 5 ,Iphone
2171,Igapó,59104-000,Natal,"Aparelho funcionando perfeitamente, sem defeitosou detalhes. Para pessoas exigentes.Acompanha: CAIXA, NOTA, CARREGADOR ORIGINAL.ZAP 9 8845 6108... ver número",Usado,520,Moto g6 play (completo) aceito cartões ,Motorola e Lenovo
2172,Pitimbu,59067-290,Natal,vendo moto G6 play 32GBgarantia até setembromanualcaixafonecarregadorchave de chipaceito cartão até em 12x c juros ,Usado,690,Moto G6 play 32GB ,Motorola e Lenovo
2173,Capim Macio,59084-000,Natal,"ATENDIMENTO POR WHATSAPP- RAPHAEL YURI -CONTATO:(84)98804-7395... ver número ( Oi / WhatsApp )(84)99945-5577... ver número ( Tim )VALOR: R$220,00Pulseira Xiaomi ( Mi Band 3 ) Original ( Nova )Versão Global - Português ",Novo,220,Pulseira Xiaomi ( Mi Band 3 ) Original ( Nova ) Versão Global - Português ,Iphone
2175,Capim Macio,59084-000,Natal,"ATENDIMENTO POR WHATSAPP- RAPHAEL YURI -CONTATO:(84)98804-7395... ver número ( Oi / WhatsApp )(84)99945-5577... ver número ( Tim )VALOR: R$90,00De 139,90, Por R$100,00[Promoção] Pulseira ( SmartBand M3 ) BatimentoCardiaco ( Nova ) Importada ",Novo,100,[Promoção] Pulseira ( SmartBand M3 ) Batimento Cardiaco ( Nova ) Importada ,Iphone
2176,Ponta Negra,59090-337,Natal,"celular novo, acompanha carregador e nota fiscalinteressados whatsapp 9 99917362... ver númeronegociável ",Novo,400,Moto e5 play ,Motorola e Lenovo
2177,Capim Macio,59082-055,Natal,"Samsung S10e, 128GB, preto ou branco, lacrado ecom nota fiscal. Aceitamos todos os cartões em até12x (com acréscimo).ESPECIFICAÇÕES- Câmera Frontal: 10MP- Garantia (meses): 12 Meses- Memória Interna: 128GB- Câmera Traseira: 12MP e 16MP- Resolução: 2280 x 1080 (FHDPlus)- Tipo da Bateria: 3.100 mAh- Conectividade: 4G- Tamanho do Display: 5,8""- Memória RAM: 6GB- Display: AMOLED- Sistema Operacional: Android 9.0- Expansão de memória: até 512GB- Origem: Nacional- Formato do Chip: Nano- Processador: Octa-Core- Cor: Preto- Modelo: S10e- Marca: Samsung- Bluetooth: Sim- Flash Frontal: Sim - Na telaTem dúvidas? Entre em contato pelo nosso whatsapp:83 9967532... ver número37 tire suas dúvidas e faça uma comprasegura! ",Novo,2999,"Samsung S10e 128gb Preto ou Branco, Novo, Lacrado, Garantia, Nf ",Samsung
2178,Alecrim,59040-440,Natal,Vendo iPhone 616gb Sem funcionar a biometria o resto tudo ok Nenhuma marca de uso Acessórios original Negócio preço à vista ,Usado,900,IPhone 6 ,Iphone
2179,Alecrim,59030-600,Natal,iPhone 7 126GB único defeito é que O chip fica oscilando Fora isso tá tudo OkBiometria ok tudo ok ,Usado,1400,IPhone 7 rose ,Iphone
2180,Felipe Camarão,59074-170,Natal,vendo ou troco 64 gb memória interna 4 gm memória ramtela com um trinco super fino funcionando perfeitamente fone de ouvidos original aparelho super ,Usado,850,Moto z2 play ,Motorola e Lenovo
2181,Lagoa Seca,59022-390,Natal,vendo um A5 2017 32g Samsung funcionando tudo sócom marcas de uso mais informações no watts999749686... ver número,Usado,500,A5 2017 32g Samsung ,Samsung
2182,Alecrim,59032-150,Natal,Celular com:nota fiscalgarantiacaixa32 gbAndroid 9interessados 9 8741-6035... ver número,Novo,550,Vendo esse Samsung j4 com 32 gb ,Samsung
2183,Nossa Senhora da Apresentação,59114-357,Natal,SanDisk novolacradoclasse 10full hd ,Novo,60,Cartao de memoria 64gb ,Acessórios
2184,Neópolis,59086-200,Natal,"Bateria nova e na garantia Marcas na tampa traseira Acompanha apenas carregador MENOR VALOR, favor não insistir Não tenho interesse em trocas ",Usado,270,IPhone 5s 16gb ,Iphone
2185,Capim Macio,59084-000,Natal,"ATENDIMENTO POR WHATSAPP- RAPHAEL YURI -CONTATO:(84)98804-7395... ver número ( Oi / WhatsApp )(84)99945-5577... ver número ( Tim )VALOR: R$80,00Monopod Yunteng (original) 1,25cm profissional -Com Bluetooth ",Novo,80,"Monopod Yunteng (original) 1,25cm profissional - Com Bluetooth ",Acessórios
2186,Nossa Senhora da Apresentação,59114-300,Natal,Carrega super bem seme nova ,Usado,40,Vendo bateria portátil ,Acessórios
2187,Capim Macio,59084-000,Natal,"ATENDIMENTO POR WHATSAPP- RAPHAEL YURI -CONTATO:(84)98804-7395... ver número ( Oi / WhatsApp )(84)99945-5577... ver número ( Tim )VALOR: R$35,00Capa 360 ( Frente e Verso ) Samsung J4 e J6 (Entre Outros Modelos ) ",Novo,35,Capa 360 ( Frente e Verso ) Samsung J4 e J6 ( Entre Outros Modelos ) ,Acessórios
2188,Candelária,59064-640,Natal,"IPhone 6 Plus 16gb, funcionando perfeitamente,aparelho conservado todo original, acompanha todosacessórios, garantia de 60 dias.WHATSAPP: (84) 9981654... ver número09 para contato e melhoratendimento! (Aceitamos ligações.)R$1.250,00 à vista! Aceito cartão! ",Usado,1250,IPhone 6 Plus 16gb ,Iphone
